Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott NC TREK 3.0 mm x 20 mm/RX (80112G1913722);15.3.2018 11:01;1;"";31.12.2020;08717648151880;80112G1913722;Mehiläinen
Abbott NC TREK 3.0 mm x 20 mm/RX (80122G1914750);15.3.2018 11:01;1;"";31.12.2020;08717648151880;80122G1914750;Mehiläinen
Abbott NC TREK 3.0 mm x 25 mm/RX (70606G1914154);15.3.2018 11:01;1;"";31.5.2020;08717648151897;70606G1914154;Mehiläinen
Abbott NC TREK 3.0 mm x 25 mm/RX (70606G1914251);15.3.2018 11:01;1;"";31.5.2020;08717648151897;70606G1914251;Mehiläinen
Abbott NC TREK 3.0 mm x 8 mm/RX (71218G1913537);15.3.2018 10:57;1;"";30.11.2020;08717648151859;71218G1913537;Mehiläinen
Abbott NC TREK 3.0 mm x 8 mm/RX (71218G1913786);15.3.2018 10:57;1;"";30.11.2020;08717648151859;71218G1913786;Mehiläinen
Abbott NC TREK 3.25 mm x 12 mm/RX (71012G1914343);15.3.2018 11:01;1;"";30.9.2020;08717648151927;71012G1914343;Mehiläinen
Abbott NC TREK 3.25 mm x 15 mm/RX (70817G2913455);15.3.2018 11:02;1;"";31.7.2020;08717648151934;70817G2913455;Mehiläinen
Abbott NC TREK 3.25 mm x 8 mm/RX (71130G1913375);15.3.2018 11:01;1;"";31.10.2020;08717648151910;71130G1913375;Mehiläinen
Abbott NC TREK 3.5 mm x 12 mm/RX (80112G1914154);15.3.2018 11:03;1;"";31.12.2020;08717648151972;80112G1914154;Mehiläinen
Abbott NC TREK 3.5 mm x 12 mm/RX (80112G1914159);15.3.2018 11:03;1;"";31.12.2020;08717648151972;80112G1914159;Mehiläinen
Abbott NC TREK 3.5 mm x 15 mm/RX (80106G1914232);15.3.2018 11:04;1;"";31.12.2020;08717648151989;80106G1914232;Mehiläinen
Abbott NC TREK 3.5 mm x 15 mm/RX (80106G1914234);15.3.2018 11:03;1;"";31.12.2020;08717648151989;80106G1914234;Mehiläinen
Abbott NC TREK 3.5 mm x 15 mm/RX (80122G1914754);15.3.2018 11:04;1;"";31.12.2020;08717648151989;80122G1914754;Mehiläinen
Abbott NC TREK 3.5 mm x 20 mm/RX (71027G1914381);15.3.2018 11:04;1;"";30.9.2020;08717648151996;71027G1914381;Mehiläinen
Abbott NC TREK 3.5 mm x 20 mm/RX (80109G1913959);15.3.2018 11:05;1;"";31.12.2020;08717648151996;80109G1913959;Mehiläinen
Abbott NC TREK 3.5 mm x 20 mm/RX (80109G1913960);15.3.2018 11:05;1;"";31.12.2020;08717648151996;80109G1913960;Mehiläinen
Abbott NC TREK 3.5 mm x 25 mm/RX (70823G1914498);15.3.2018 11:05;1;"";31.7.2020;08717648152009;70823G1914498;Mehiläinen
Abbott NC TREK 3.5 mm x 8 mm/RX (70928G2915067);15.3.2018 11:02;1;"";31.8.2020;08717648151965;70928G2915067;Mehiläinen
Abbott NC TREK 3.5 mm x 8 mm/RX (71201G2913086);15.3.2018 11:02;1;"";30.11.2020;08717648151965;71201G2913086;Mehiläinen
Abbott NC TREK 4.0 mm x 12 mm/RX (80110G1913876);15.3.2018 11:06;1;"";31.12.2020;08717648152061;80110G1913876;Mehiläinen
Abbott NC TREK 4.0 mm x 12 mm/RX (80410G2913962);14.5.2018 14:28;1;"";31.3.2021;08717648152061;80410G2913962;Mehiläinen
Abbott NC TREK 4.0 mm x 15 mm/RX (71212G1914764);15.3.2018 11:06;1;"";30.11.2020;08717648152078;71212G1914764;Mehiläinen
Abbott NC TREK 4.0 mm x 15 mm/RX (71212G1914850);15.3.2018 11:06;1;"";30.11.2020;08717648152078;71212G1914850;Mehiläinen
Abbott NC TREK 4.0 mm x 20 mm/RX (70831G1914461);15.3.2018 11:08;1;"";31.7.2020;08717648152085;70831G1914461;Mehiläinen
Abbott NC TREK 4.0 mm x 8 mm/RX (71212G1913609);15.3.2018 11:06;1;"";30.11.2020;08717648152054;71212G1913609;Mehiläinen
Abbott NC TREK 4.0 mm x 8 mm/RX (80412G1913109);14.5.2018 14:28;1;"";31.3.2021;08717648152054;80412G1913109;Mehiläinen
Abbott NC TREK 4.5 mm x 12 mm/RX (70925G1913430);15.3.2018 11:08;1;"";31.8.2020;08717648152108;70925G1913430;Mehiläinen
Abbott NC TREK 5.0 mm x 12 mm/RX (70324G1913140);15.3.2018 11:08;1;"";29.2.2020;08717648152146;70324G1913140;Mehiläinen
Abbott TREK 2.50 mm x 08 mm/RX (71116G1915769);15.3.2018 11:35;1;"";31.10.2020;08717648138270;71116G1915769;Mehiläinen
Abbott TREK 2.50 mm x 12 mm/RX (80109G1913316);15.3.2018 11:36;1;"";31.12.2020;08717648138287;80109G1913316;Mehiläinen
Abbott TREK 2.50 mm x 12 mm/RX (80109G1913319);15.3.2018 11:36;1;"";31.12.2020;08717648138287;80109G1913319;Mehiläinen
Abbott TREK 2.50 mm x 12 mm/RX (80109G1913445);15.3.2018 11:36;1;"";31.12.2020;08717648138287;80109G1913445;Mehiläinen
Abbott TREK 2.50 mm x 12 mm/RX (80123G1916687);11.4.2018 14:24;1;"";31.12.2020;08717648138287;80123G1916687;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (71220G1916881);14.5.2018 14:16;-1;"";30.11.2020;08717648138294;71220G1916881;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (71220G1916883);15.3.2018 11:40;1;"";30.11.2020;08717648138294;71220G1916883;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (71220G2916576);15.3.2018 11:40;1;"";30.11.2020;08717648138294;71220G2916576;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (80216G1914163);25.4.2018 11:00;1;"";31.1.2021;08717648138294;80216G1914163;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (80322G1913296);14.5.2018 14:26;1;"";28.2.2021;08717648138294;80322G1913296;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (80322G1913309);14.5.2018 14:26;1;"";28.2.2021;08717648138294;80322G1913309;Mehiläinen
Abbott TREK 2.50 mm x 15 mm/RX (80322G1913587);23.5.2018 15:35;1;"";28.2.2021;08717648138294;80322G1913587;Mehiläinen
Abbott TREK 2.50 mm x 20 mm/RX (80111G1913250);15.3.2018 11:41;1;"";31.12.2020;08717648138300;80111G1913250;Mehiläinen
Abbott TREK 2.50 mm x 20 mm/RX (80111G1916721);15.3.2018 11:42;1;"";31.12.2020;08717648138300;80111G1916721;Mehiläinen
Abbott TREK 2.50 mm x 20 mm/RX (80209G1914005);25.4.2018 10:45;1;"";31.1.2021;08717648138300;80209G1914005;Mehiläinen
Abbott TREK 2.50 mm x 25 mm/RX (71211G1913985);11.4.2018 14:25;1;"";30.11.2020;08717648138317;71211G1913985;Mehiläinen
Abbott TREK 2.50 mm x 30 mm/RX (80108G1914856);11.4.2018 14:28;1;"";31.12.2020;08717648138324;80108G1914856;Mehiläinen
Abbott TREK 3.0 mm x 08 mm/RX (70727G1914922);15.3.2018 11:42;1;"";30.6.2020;08717648138416;70727G1914922;Mehiläinen
Abbott TREK 3.0 mm x 12 mm/RX (71120G1914283);15.3.2018 11:43;1;"";31.10.2020;08717648138423;71120G1914283;Mehiläinen
Abbott TREK 3.0 mm x 12 mm/RX (71120G1914285);15.3.2018 11:43;1;"";31.10.2020;08717648138423;71120G1914285;Mehiläinen
Abbott TREK 3.0 mm x 12 mm/RX (71120G1915610);15.3.2018 11:43;1;"";31.10.2020;08717648138423;71120G1915610;Mehiläinen
Abbott TREK 3.0 mm x 15 mm/RX (71211G1915159);15.3.2018 11:44;1;"";30.11.2020;08717648138430;71211G1915159;Mehiläinen
Abbott TREK 3.0 mm x 15 mm/RX (71211G1915162);15.3.2018 11:43;1;"";30.11.2020;08717648138430;71211G1915162;Mehiläinen
Abbott TREK 3.0 mm x 15 mm/RX (71211G1915168);15.3.2018 11:44;1;"";30.11.2020;08717648138430;71211G1915168;Mehiläinen
Abbott TREK 3.0 mm x 20 mm/RX (71130G1913857);15.3.2018 11:45;1;"";31.10.2020;08717648138447;71130G1913857;Mehiläinen
Abbott TREK 3.0 mm x 20 mm/RX (71130G1913858);15.3.2018 11:45;1;"";31.10.2020;08717648138447;71130G1913858;Mehiläinen
Abbott TREK 3.0 mm x 20 mm/RX (80108G1913868);15.3.2018 11:45;1;"";31.12.2020;08717648138447;80108G1913868;Mehiläinen
Abbott TREK 3.0 mm x 25 mm/RX (70811G1913996);15.3.2018 11:45;1;"";31.7.2020;08717648138454;70811G1913996;Mehiläinen
Abbott TREK 3.0 mm x 30 mm/RX (71023G1914098);15.3.2018 11:45;1;"";30.9.2020;08717648138461;71023G1914098;Mehiläinen
Abbott Xience 3.5 mm x 33 mm (7111841915380);15.3.2018 10:07;1;"";26.11.2020;08717648161896;7111841915380;Mehiläinen
Abbott Xience 3.5 mm x 33 mm (7111841915387);15.3.2018 10:07;1;"";26.11.2020;08717648161896;7111841915387;Mehiläinen
Abbott Xience PRO 48 3.0 mm x 48 mm (8021441915211);25.5.2018 13:11;1;"";26.2.2021;08717648191688;8021441915211;Mehiläinen
Abbott Xience PRO 48 3.5 mm x 48 mm (7101641915341);23.4.2018 13:56;1;"";24.10.2020;08717648191695;7101641915341;Mehiläinen
Abbott Xience PROX 2.5 mm x 12 mm (7121343915433);15.3.2018 10:24;1;"";29.12.2020;08717648164125;7121343915433;Mehiläinen
Abbott Xience PROX 2.5 mm x 15 mm (7120141915333);12.4.2018 13:50;1;"";6.12.2020;08717648164132;7120141915333;Mehiläinen
Abbott Xience PROX 2.5 mm x 15 mm (7120141915746);12.4.2018 13:51;1;"";6.12.2020;08717648164132;7120141915746;Mehiläinen
Abbott Xience PROX 2.5 mm x 18 mm (7121641915041);12.4.2018 13:47;1;"";1.1.2021;08717648164149;7121641915041;Mehiläinen
Abbott Xience PROX 2.5 mm x 18 mm (8022741916141);25.5.2018 13:11;1;"";11.3.2021;08717648164149;8022741916141;Mehiläinen
Abbott Xience PROX 2.5 mm x 23 mm (8010141915133);15.3.2018 10:22;1;"";9.1.2021;08717648164156;8010141915133;Mehiläinen
Abbott Xience PROX 2.5 mm x 23 mm (8010141915423);15.3.2018 10:22;1;"";9.1.2021;08717648164156;8010141915423;Mehiläinen
Abbott Xience PROX 2.5 mm x 28 mm (8010841915152);12.4.2018 13:47;1;"";16.1.2021;08717648164163;8010841915152;Mehiläinen
Abbott Xience PROX 2.5 mm x 28 mm (8020341915391);12.4.2018 13:50;1;"";11.2.2021;08717648164163;8020341915391;Mehiläinen
Abbott Xience PROX 2.5 mm x 33 mm (7101341916124);15.3.2018 10:22;1;"";24.10.2020;08717648164170;7101341916124;Mehiläinen
Abbott Xience PROX 2.5 mm x 33 mm (7121841915216);15.3.2018 10:21;1;"";7.1.2021;08717648164170;7121841915216;Mehiläinen
Abbott Xience PROX 2.5 mm x 38 mm (7111741916492);15.3.2018 10:21;1;"";26.11.2020;08717648164187;7111741916492;Mehiläinen
Abbott Xience PROX 2.5 mm x 8 mm (7102641915010);23.5.2018 15:24;1;"";9.11.2020;08717648164118;7102641915010;Mehiläinen
Abbott Xience PROX 2.75 mm x 15 mm (7021541915429);16.4.2018 14:40;1;"";1.3.2020;08717648164231;7021541915429;Mehiläinen
Abbott Xience PROX 2.75 mm x 18 mm (7030142915655);16.4.2018 14:40;1;"";13.3.2020;08717648164248;7030142915655;Mehiläinen
Abbott Xience PROX 2.75 mm x 18 mm (8010541916137);25.5.2018 13:10;1;"";16.1.2021;08717648164248;8010541916137;Mehiläinen
Abbott Xience PROX 2.75 mm x 23 mm (8012641915585);24.4.2018 10:27;1;"";8.2.2021;08717648164255;8012641915585;Mehiläinen
Abbott Xience PROX 2.75 mm x 23 mm (8012641916605);18.4.2018 13:55;1;"";8.2.2021;08717648164255;8012641916605;Mehiläinen
Abbott Xience PROX 2.75 mm x 28 mm (7102741915383);16.4.2018 14:40;1;"";9.11.2020;08717648164262;7102741915383;Mehiläinen
Abbott Xience PROX 2.75 mm x 28 mm (7102741915384);16.4.2018 14:39;1;"";9.11.2020;08717648164262;7102741915384;Mehiläinen
Abbott Xience PROX 3.0 mm 33 mm (8011041915082);15.3.2018 10:12;1;"";17.1.2021;08717648164378;8011041915082;Mehiläinen
Abbott Xience PROX 3.0 mm 33 mm (8011041915446);15.3.2018 10:12;1;"";17.1.2021;08717648164378;8011041915446;Mehiläinen
Abbott Xience PROX 3.0 mm x 12 mm (7122041915447);15.3.2018 10:21;1;"";7.1.2021;08717648164323;7122041915447;Mehiläinen
Abbott Xience PROX 3.0 mm x 12 mm (8010341915315);23.5.2018 15:39;1;"";10.1.2021;08717648164323;8010341915315;Mehiläinen
Abbott Xience PROX 3.0 mm x 15 mm (8011841915167);15.3.2018 10:20;1;"";29.1.2021;08717648164330;8011841915167;Mehiläinen
Abbott Xience PROX 3.0 mm x 15 mm (8011841915645);15.3.2018 10:19;1;"";29.1.2021;08717648164330;8011841915645;Mehiläinen
Abbott Xience PROX 3.0 mm x 15 mm (8020541915880);12.4.2018 13:48;1;"";11.2.2021;08717648164330;8020541915880;Mehiläinen
Abbott Xience PROX 3.0 mm x 18 mm (8012241915577);15.3.2018 10:19;1;"";31.1.2021;08717648164347;8012241915577;Mehiläinen
Abbott Xience PROX 3.0 mm x 18 mm (8012241915578);15.3.2018 10:18;1;"";31.1.2021;08717648164347;8012241915578;Mehiläinen
Abbott Xience PROX 3.0 mm x 18 mm (8030541915538);25.5.2018 13:11;1;"";14.3.2021;08717648164347;8030541915538;Mehiläinen
Abbott Xience PROX 3.0 mm x 23 mm (8011141915896);15.3.2018 10:13;1;"";21.1.2021;08717648164354;8011141915896;Mehiläinen
Abbott Xience PROX 3.0 mm x 23 mm (8011141915902);15.3.2018 10:13;1;"";21.1.2021;08717648164354;8011141915902;Mehiläinen
Abbott Xience PROX 3.0 mm x 28 mm (8010841915738);15.3.2018 10:13;1;"";17.1.2021;08717648164361;8010841915738;Mehiläinen
Abbott Xience PROX 3.0 mm x 28 mm (8020241915694);25.5.2018 13:11;1;"";11.2.2021;08717648164361;8020241915694;Mehiläinen
Abbott Xience PROX 3.0 mm x 38 mm (7112341915202);15.3.2018 10:11;1;"";3.12.2020;08717648164385;7112341915202;Mehiläinen
Abbott Xience PROX 3.0 mm x 38 mm (7112341916760);15.3.2018 10:11;1;"";3.12.2020;08717648164385;7112341916760;Mehiläinen
Abbott Xience PROX 3.0 mm x 8 mm (7080441915184);23.5.2018 14:52;1;"";15.8.2020;08717648164316;7080441915184;Mehiläinen
Abbott Xience PROX 3.5 mm x 08 mm (7102641915506);15.3.2018 10:11;1;"";9.11.2020;08717648161834;7102641915506;Mehiläinen
Abbott Xience PROX 3.5 mm x 12 mm (7120741915018);15.3.2018 10:11;1;"";14.12.2020;08717648161841;7120741915018;Mehiläinen
Abbott Xience PROX 3.5 mm x 12 mm (7120741915675);15.3.2018 10:11;1;"";14.12.2020;08717648161841;7120741915675;Mehiläinen
Abbott Xience PROX 3.5 mm x 12 mm (7120741916773);15.3.2018 10:10;1;"";14.12.2020;08717648161841;7120741916773;Mehiläinen
Abbott Xience PROX 3.5 mm x 15 mm (7123041915112);25.5.2018 13:10;1;"";10.1.2021;08717648161858;7123041915112;Mehiläinen
Abbott Xience PROX 3.5 mm x 15 mm (7123041915430);15.3.2018 10:09;1;"";10.1.2021;08717648161858;7123041915430;Mehiläinen
Abbott Xience PROX 3.5 mm x 15 mm (7123041915431);15.3.2018 10:10;1;"";10.1.2021;08717648161858;7123041915431;Mehiläinen
Abbott Xience PROX 3.5 mm x 18 mm (8012341915412);15.3.2018 10:09;1;"";31.1.2021;08717648161865;8012341915412;Mehiläinen
Abbott Xience PROX 3.5 mm x 18 mm (8031441915772);25.5.2018 13:11;1;"";26.3.2021;08717648161865;8031441915772;Mehiläinen
Abbott Xience PROX 3.5 mm x 23 mm (7120141915463);15.3.2018 10:08;1;"";11.12.2020;08717648161872;7120141915463;Mehiläinen
Abbott Xience PROX 3.5 mm x 23 mm (7120141915464);15.3.2018 10:08;1;"";11.12.2020;08717648161872;7120141915464;Mehiläinen
Abbott Xience PROX 3.5 mm x 28 mm (7122041915023);15.3.2018 10:07;1;"";7.1.2021;08717648161889;7122041915023;Mehiläinen
Abbott Xience PROX 3.5 mm x 28 mm (7122041915054);15.3.2018 10:07;1;"";7.1.2021;08717648161889;7122041915054;Mehiläinen
Abbott Xience PROX 3.5 mm x 38 mm (7111441915652);15.3.2018 10:06;1;"";20.11.2020;08717648161902;7111441915652;Mehiläinen
Abbott Xience PROX 3.5 mm x 38 mm (7111441916009);15.3.2018 10:06;1;"";20.11.2020;08717648161902;7111441916009;Mehiläinen
Abbott Xience PROX 4.0 mm x 08 mm (8011041915084);15.3.2018 10:06;1;"";18.1.2021;08717648164460;8011041915084;Mehiläinen
Abbott Xience PROX 4.0 mm x 12 mm (7091541915461);15.3.2018 10:06;1;"";25.9.2020;08717648164477;7091541915461;Mehiläinen
Abbott Xience PROX 4.0 mm x 15 mm (7121341915267);15.3.2018 10:06;1;"";18.12.2020;08717648164484;7121341915267;Mehiläinen
Abbott Xience PROX 4.0 mm x 18 mm (7111841915282);15.3.2018 10:05;1;"";26.11.2020;08717648164491;7111841915282;Mehiläinen
Abbott Xience PROX 4.0 mm x 23 mm (7101841915395);15.3.2018 10:04;1;"";25.10.2020;08717648164507;7101841915395;Mehiläinen
Abbott Xience PROX 4.0 mm x 28 mm (7041241915035);15.3.2018 10:04;1;"";23.4.2020;08717648164514;7041241915035;Mehiläinen
ASAHI Caravel 135cm Microcatheter (171123K201);15.3.2018 11:46;1;"";31.10.2020;24547327108793;171123K201;Mehiläinen
Asahi Corsair Pro Microcatheter 135cm (171123K181);15.3.2018 11:46;2;"";31.10.2020;24547327111816;171123K181;Mehiläinen
Asahi Hyperion Amplatz Left 7F 100cm AL0.75 (170210C231);15.3.2018 10:28;3;"";31.1.2020;24547327102159;170210C231;Mehiläinen
Asahi Hyperion Amplatz Left 7F 100cm AL1.0 (170523C211);15.3.2018 10:28;2;"";30.4.2020;24547327102197;170523C211;Mehiläinen
Asahi Hyperion Right Backup 7F 100cm RB1.0 (160902C321);15.3.2018 10:28;2;"";31.8.2019;24547327103613;160902C321;Mehiläinen
Asahi Hyperion Super Power Backup (170523C251);15.3.2018 10:28;2;"";30.4.2020;24547327102692;170523C251;Mehiläinen
Asahi Hyperion Super Power Backup 7F 100cm SPB3.5 (170523C241);15.3.2018 10:29;1;"";30.4.2020;24547327102654;170523C241;Mehiläinen
Asahi Hyperion Super Power Backup 7F 100cm SPB3.5 (171101C191);15.3.2018 10:28;2;"";31.10.2020;24547327102654;171101C191;Mehiläinen
Asahi Hyperion Super Power Backup 7F 100cm SPB3.75 (160829C041);15.3.2018 10:28;3;"";31.8.2019;24547327102678;160829C041;Mehiläinen
BioMatrix Alpha 2.5 x 14 mm (W17120176);15.3.2018 10:04;1;"";13.12.2019;08888893018706;W17120176;Mehiläinen
BioMatrix Alpha 2.50 x 19 mm (W18030458);20.4.2018 10:57;1;"";2.4.2020;08888893018713;W18030458;Mehiläinen
BioMatrix Alpha 2.50 x 24 mm (W17050310);15.3.2018 10:04;1;"";22.5.2019;08888893018720;W17050310;Mehiläinen
BioMatrix Alpha 2.50 x 33 mm (W17020426D);15.3.2018 10:04;1;"";20.2.2019;08888893018744;W17020426D;Mehiläinen
BioMatrix Alpha 3.00 x 14 mm (W17100057);15.3.2018 10:03;1;"";10.10.2019;08888893018843;W17100057;Mehiläinen
BioMatrix Alpha 3.00 x 19 mm (W18010354);15.3.2018 10:03;1;"";22.1.2020;08888893018850;W18010354;Mehiläinen
BioMatrix Alpha 3.00 x 24 mm (W17100058);15.3.2018 10:03;1;"";10.10.2019;08888893018867;W17100058;Mehiläinen
BioMatrix Alpha 3.00 x 29 mm (W17120378);15.3.2018 10:03;1;"";26.12.2019;08888893018874;W17120378;Mehiläinen
BioMatrix Alpha 3.00 x 33 mm (W18010089);15.3.2018 10:03;1;"";10.1.2020;08888893018881;W18010089;Mehiläinen
BioMatrix Alpha 3.00 x 36 mm (W17040471);15.3.2018 10:02;1;"";26.4.2019;08888893018898;W17040471;Mehiläinen
BioMatrix Alpha 3.5 x 14 mm (W17120379);15.3.2018 10:01;1;"";26.12.2019;08888893018911;W17120379;Mehiläinen
BioMatrix Alpha 3.5 x 19 mm (W17060222);15.3.2018 10:01;1;"";19.6.2019;08888893018928;W17060222;Mehiläinen
BioMatrix Alpha 3.5 x 24 mm (W17110516);15.3.2018 10:01;1;"";5.12.2019;08888893018935;W17110516;Mehiläinen
BioMatrix Alpha 3.5 x 29 mm (W17090084);15.3.2018 10:01;1;"";22.9.2019;08888893018942;W17090084;Mehiläinen
BioMatrix Alpha 3.5 x 33 mm (W18010436);15.3.2018 10:01;1;"";29.1.2020;08888893018959;W18010436;Mehiläinen
BioMatrix Alpha 3.5 x 36 mm (W17060235);15.3.2018 10:01;1;"";19.6.2019;08888893018966;W17060235;Mehiläinen
BrosMed Artimes 1.0 mm x 10 mm (F1800393);15.3.2018 11:08;2;"";22.1.2020;06958481410020;F1800393;Mehiläinen
BrosMed Artimes 1.0 mm x 15 mm (F1800394);15.3.2018 11:08;2;"";22.1.2020;06958481410037;F1800394;Mehiläinen
Wedge Scoring PTCA 2.0mm x 15mm (F1705765);15.3.2018 11:56;1;"";25.10.2020;06132183452216;F1705765;Mehiläinen
Wedge Scoring PTCA 2.5mm x 15mm (F1705767);25.4.2018 11:01;1;"";25.10.2020;06132183452377;F1705767;Mehiläinen
